chlorides,total_sulfur_dioxide,density,pH,alcohol,high_quality
0.047,109.0,0.99498,3.42,10.4,0
0.038,130.0,0.99,3.11,13.0,1
0.03,191.0,0.99338,3.16,12.2,1
0.035,128.0,0.99456,3.03,10.5,1
0.043,149.0,0.9926,3.33,10.8,1
0.036,128.0,0.98856,3.2,13.2,1
0.032,115.0,0.98946,3.16,13.0,1
0.049,152.0,0.99346,3.5,10.0,0
0.05,76.0,0.99268,3.42,10.4,0
0.034,145.0,0.98944,3.16,12.4,0
0.035,155.0,0.98976,3.27,12.9,1
0.036,128.0,0.98856,3.2,13.2,1
0.038,152.0,0.99523,3.02,10.5,1
0.032,115.0,0.98946,3.16,13.0,1
0.03,82.0,0.99402,3.07,11.2,0
0.029,102.0,0.98916,3.41,12.7,1
0.044,155.0,0.99655,3.14,9.4,0
0.025,95.0,0.99071,3.03,12.9,1
0.032,74.0,0.98889,2.96,13.0,1
0.029,93.0,0.98742,3.31,13.6,1
0.053,112.0,0.99336,3.32,9.1,0
0.049,166.0,0.992,3.25,10.4,0
0.029,93.0,0.98742,3.31,13.6,1
0.032,169.0,0.99275,3.28,12.2,0
0.085,111.0,1.00044,3.1,8.7,0
0.037,105.0,0.99444,3.04,10.5,1
0.044,183.0,0.99742,3.24,10.2,0
0.027,122.0,0.99228,3.06,12.5,1
0.051,122.0,0.99058,3.11,11.3,1
0.044,183.0,0.99742,3.24,10.2,0
0.028,122.0,0.99164,3.13,12.6,1
0.044,183.0,0.99742,3.24,10.2,0
0.087,177.0,0.99438,3.09,9.8,0
0.03,98.0,0.99402,3.15,10.8,0
0.04,186.0,0.99128,3.32,12.5,0
0.027,122.0,0.99228,3.06,12.5,1
0.027,150.0,0.991,3.3,11.5,1
0.027,112.0,0.9931,2.98,11.4,0
0.037,105.0,0.99444,3.04,10.5,1
0.028,122.0,0.99164,3.13,12.6,1
0.085,111.0,1.00044,3.1,8.7,0
0.053,146.0,0.99112,3.17,11.0,0
0.051,122.0,0.99058,3.11,11.3,1
0.044,182.0,0.99742,3.24,10.2,0
0.036,96.0,0.98961,3.06,11.6,0
0.087,177.0,0.99438,3.09,9.8,0
0.076,145.0,0.99344,3.1,10.1,0
0.05,139.0,0.99904,3.06,9.2,0
0.05,180.0,0.99884,3.05,9.1,0
0.05,180.0,0.99884,3.05,9.1,0
0.05,180.0,0.99884,3.05,9.1,0
0.05,180.0,0.99884,3.05,9.1,0
0.037,79.0,0.98949,2.96,11.7,0
0.041,114.0,0.99014,3.23,12.6,0
0.088,183.0,0.99786,2.86,9.0,0
0.039,141.0,0.99206,3.12,10.1,0
0.02,9.0,0.98722,3.3,13.6,0
0.05,180.0,0.99884,3.05,9.1,0
0.045,159.0,0.99666,3.09,9.2,0
0.049,190.0,0.99754,3.12,8.8,0
0.028,95.0,0.99272,2.83,10.0,0
0.036,196.0,0.99712,3.47,9.1,0
0.041,182.0,0.99104,3.04,11.2,0
0.053,119.0,0.99373,3.11,9.2,0
0.05,139.0,0.99904,3.06,9.2,0
0.038,200.0,0.9956,3.18,9.5,0
0.024,152.0,0.99095,3.35,11.9,1
0.068,138.0,0.99382,3.11,9.8,0
0.069,134.0,0.99382,3.11,9.8,0
0.036,150.0,0.99299,3.36,10.8,1
0.051,122.0,0.99048,3.37,11.3,0
0.028,121.0,0.99254,3.17,12.1,0
0.03,111.0,0.9902,3.38,11.3,1
0.036,150.0,0.99299,3.36,10.8,1
0.028,75.0,0.99012,3.36,13.5,1
0.044,126.0,0.99293,3.28,10.3,0
0.035,184.0,1.00022,3.11,9.0,0
0.041,166.0,0.99382,3.08,11.6,0
0.044,126.0,0.99293,3.28,10.3,0
0.029,116.0,0.98954,3.21,12.5,0
0.042,125.0,0.99936,3.39,8.6,0
0.16,74.0,0.9884,3.19,13.4,0
0.026,88.0,0.99144,3.22,12.7,0
0.167,120.0,0.99324,2.97,9.2,0
0.034,135.0,0.99174,3.32,10.2,0
0.051,149.0,0.99792,2.96,9.0,1
0.051,149.0,0.99792,2.96,9.0,1
0.051,149.0,0.99792,2.96,9.0,1
0.051,149.0,0.99792,2.96,9.0,1
0.051,149.0,0.99792,2.96,9.0,1
0.051,149.0,0.99792,2.96,9.0,1
0.051,149.0,0.99792,2.96,9.0,1
0.04,121.0,0.99043,3.02,11.9,0
0.07,194.0,0.99654,2.89,9.0,0
0.055,134.0,0.99758,3.3,9.0,0
0.051,143.0,0.99374,3.43,11.0,0
0.051,149.0,0.99792,2.96,9.0,1
0.039,108.0,0.99243,3.28,10.0,0
0.04,184.0,0.99216,3.29,10.7,0
0.042,183.0,0.99215,3.29,10.7,0
0.026,130.0,0.98953,3.39,13.4,1
0.015,124.0,0.99278,2.99,11.0,0
0.039,108.0,0.99243,3.28,10.0,0
0.04,184.0,0.99216,3.29,10.7,0
0.042,183.0,0.99215,3.29,10.7,0
0.015,124.0,0.99278,2.99,11.0,0
0.016,101.0,0.99186,2.99,11.0,0
0.028,98.0,0.99072,3.16,11.1,1
0.025,40.0,0.99244,2.79,10.9,0
0.017,80.0,0.99084,3.03,11.5,0
0.026,130.0,0.98953,3.39,13.4,1
0.033,186.0,0.99754,3.08,9.4,0
0.033,186.0,0.99754,3.08,9.4,0
0.033,186.0,0.99754,3.08,9.4,0
0.035,134.0,0.99567,3.17,10.6,0
0.033,186.0,0.99754,3.08,9.4,0
0.014,143.0,0.99094,3.03,12.0,0
0.042,125.0,0.99532,3.14,10.2,0
0.035,134.0,0.99567,3.17,10.6,0
0.009,100.0,0.9874,3.26,13.5,0
0.04,248.0,0.99794,3.31,9.7,0
0.018,103.0,0.99122,3.24,12.2,0
0.04,135.0,0.99226,3.11,12.3,0
0.018,103.0,0.99122,3.24,12.2,0
0.022,100.0,0.99099,3.42,11.4,1
0.022,97.0,0.99134,3.2,12.7,1
0.04,248.0,0.99794,3.31,9.7,0
0.02,113.0,0.99338,3.13,10.8,0
0.018,96.0,0.9938,3.08,11.0,0
0.05,196.0,0.9955,3.18,9.5,0
0.064,140.0,0.99776,3.2,10.1,0
0.027,100.0,0.98964,3.46,13.2,1
0.037,182.0,0.99808,3.02,8.8,0
0.043,201.0,0.99551,3.18,9.5,0
0.044,202.0,0.99548,3.18,9.5,0
0.047,191.0,0.99541,3.16,9.5,0
0.05,196.0,0.9955,3.18,9.5,0
0.051,197.0,0.99536,3.18,9.5,0
0.043,133.0,0.99524,3.03,10.4,0
0.049,170.0,0.9961,3.14,9.9,0
0.046,113.0,0.99224,3.22,10.0,0
0.064,140.0,0.99776,3.2,10.1,0
0.056,95.0,0.99702,3.17,9.4,0
0.098,91.0,0.99657,3.03,9.3,0
0.057,138.0,0.99176,3.05,10.9,0
0.042,177.0,0.99166,3.2,11.4,0
0.036,49.0,0.99242,2.99,10.3,0
0.033,57.0,0.99109,3.02,11.0,0
0.057,138.0,0.99176,3.05,10.9,0
0.042,111.0,0.99278,2.99,10.8,0
0.036,49.0,0.99242,2.99,10.3,0
0.033,57.0,0.99109,3.02,11.0,0
0.098,91.0,0.99657,3.03,9.3,0
0.041,113.0,0.99358,2.96,10.2,0
0.042,109.0,0.99358,2.96,10.2,0
0.042,111.0,0.99278,2.99,10.8,0
0.06,162.0,0.99705,3.24,10.5,0
0.052,156.0,0.9912,3.13,11.1,0
0.057,138.0,0.99176,3.05,10.9,0
0.042,177.0,0.99166,3.2,11.4,0
0.049,149.0,0.99677,3.22,10.3,0
0.042,106.0,0.99172,3.28,12.9,1
0.045,131.0,0.9953,3.12,9.9,0
0.036,131.0,0.99186,3.24,11.3,0
0.034,120.0,0.99188,3.38,11.5,0
0.034,120.0,0.99188,3.38,11.5,0
0.039,132.0,0.99158,3.0,10.7,0
0.042,139.0,0.99522,3.03,10.4,0
0.033,204.0,0.99176,3.17,12.5,0
0.052,197.0,0.99558,3.19,9.5,0
0.042,104.0,0.9911,3.05,11.3,1
0.034,88.0,0.99016,3.26,13.0,0
0.034,120.0,0.99188,3.38,11.5,0
0.053,99.0,0.98956,3.22,11.5,0
0.036,131.0,0.99186,3.24,11.3,0
0.035,100.0,0.99062,3.15,13.2,1
0.034,111.0,0.99274,3.46,11.5,1
0.086,130.0,0.993,2.83,9.6,0
0.086,130.0,0.993,2.83,9.6,0
0.058,110.0,0.9978,3.15,9.7,0
0.052,142.0,0.9946,3.14,9.2,0
0.052,113.0,0.99429,3.16,8.4,0
0.05,103.0,0.99002,3.0,12.4,0
0.05,103.0,0.99002,3.0,12.4,0
0.052,142.0,0.9946,3.14,9.2,0
0.052,113.0,0.99429,3.16,8.4,0
0.028,84.0,0.9909,3.14,11.7,0
0.036,191.0,0.99294,2.96,11.0,0
0.032,109.0,0.99044,2.97,11.9,0
0.028,100.0,0.98958,3.2,13.2,1
0.028,84.0,0.9909,3.14,11.7,0
0.055,176.0,0.9986,3.26,9.1,0
0.023,109.0,0.99262,3.34,12.6,0
0.055,176.0,0.9986,3.26,9.1,0
0.194,90.0,0.99212,3.17,10.5,0
0.047,87.0,0.99628,3.23,10.6,0
0.023,109.0,0.99262,3.34,12.6,0
0.03,123.0,0.98913,3.41,13.7,1
0.037,93.0,0.99021,3.36,12.0,0
0.031,120.0,0.99198,3.4,12.5,1
0.03,110.0,0.99226,3.55,12.1,0
0.032,137.0,0.99159,3.21,11.3,0
0.037,93.0,0.99021,3.36,12.0,0
0.049,104.0,0.99224,3.46,10.3,0
0.039,136.0,0.99068,3.27,12.7,0
0.048,207.0,0.99587,3.12,9.2,0
0.048,207.0,0.99587,3.12,9.2,0
0.054,152.0,0.99728,3.1,9.5,0
0.045,175.0,0.99364,3.16,10.1,0
0.045,175.0,0.99364,3.16,10.1,0
0.038,98.0,0.99018,3.25,13.0,1
0.04,101.0,0.98968,3.24,13.1,0
0.048,113.0,0.99178,3.1,11.0,0
0.048,207.0,0.99587,3.12,9.2,0
0.056,177.0,0.9961,3.08,9.4,0
0.054,152.0,0.99728,3.1,9.5,0
0.055,134.0,0.99534,3.16,10.2,0
0.045,175.0,0.99364,3.16,10.1,0
0.054,193.0,0.99864,3.06,8.6,0
0.094,181.0,0.99776,2.91,9.0,0
0.062,194.0,0.99545,3.13,9.6,0
0.057,98.0,0.99299,3.29,9.9,1
0.059,135.0,0.99665,3.2,10.5,0
0.053,98.0,0.99069,3.15,11.4,0
0.069,170.0,0.99692,3.18,9.4,0
0.054,65.0,0.99324,3.12,11.1,0
0.047,111.0,0.99896,3.1,8.9,0
0.047,111.0,0.99896,3.1,8.9,0
0.049,129.0,0.99226,3.15,10.8,0
0.045,143.0,0.99226,3.06,12.2,0
0.047,111.0,0.99896,3.1,8.9,0
0.029,63.0,0.99076,3.13,12.5,0
0.045,143.0,0.99226,3.06,12.2,0
0.029,63.0,0.99076,3.13,12.5,0
0.047,111.0,0.99896,3.1,8.9,0
0.046,127.0,0.9951,3.16,10.8,0
0.043,98.0,0.99234,2.99,11.4,0
0.049,129.0,0.99226,3.15,10.8,0
0.036,127.0,0.99368,3.18,10.6,0
0.044,63.0,0.9937,3.01,9.2,0
0.031,134.0,0.99151,3.24,12.2,0
0.021,76.0,0.99021,3.26,12.3,0
0.038,179.0,0.99479,3.23,10.4,0
0.035,172.0,0.9954,2.99,10.4,0
0.035,110.0,0.99176,3.07,11.0,1
0.036,127.0,0.99368,3.18,10.6,0
0.044,63.0,0.9937,3.01,9.2,0
0.013,10.0,0.99246,3.32,13.5,0
0.144,65.0,0.9908,2.95,11.4,0
0.071,69.0,0.98994,3.1,11.5,0
0.036,106.0,0.98746,3.21,14.0,1
0.036,88.0,0.99028,3.25,12.5,1
0.036,88.0,0.99028,3.25,12.5,1
0.038,83.0,0.98867,3.09,12.8,1
0.037,138.0,0.99174,3.23,11.2,1
0.037,138.0,0.99174,3.23,11.2,1
0.04,139.0,0.99021,3.17,13.6,0
0.149,109.0,0.99304,2.93,9.2,0
0.036,88.0,0.99028,3.25,12.5,1
0.054,105.0,0.99154,3.17,11.1,0
0.037,138.0,0.99174,3.23,11.2,1
0.036,106.0,0.98746,3.21,14.0,1
0.04,139.0,0.99021,3.17,13.6,0
0.056,206.0,0.9956,3.18,9.4,0
0.037,113.0,0.98779,3.12,14.2,1
0.035,107.0,0.98836,3.0,13.2,0
0.05,132.0,0.99138,3.04,11.2,0
0.057,173.0,0.99751,3.14,10.2,0
0.038,83.0,0.98867,3.09,12.8,1
0.045,109.0,0.99249,2.95,10.1,0
0.045,109.0,0.99249,2.95,10.1,0
0.031,95.0,0.99239,2.83,10.3,0
0.056,91.0,0.99512,3.19,9.9,0
0.046,106.0,0.99098,3.15,11.5,0
0.063,173.0,0.99872,3.18,9.0,0
0.063,173.0,0.99872,3.18,9.0,0
0.03,101.0,0.98894,3.03,12.1,0
0.036,106.0,0.988245,3.14,13.3,0
0.05,116.0,0.99326,3.22,11.5,1
0.039,67.0,0.99328,2.96,11.0,0
0.04,84.0,0.99222,3.28,10.7,0
0.046,184.0,0.99898,3.08,9.4,0
0.042,108.0,0.99486,3.44,10.3,0
0.185,151.0,0.99528,3.17,9.3,0
0.04,92.0,0.99062,2.88,12.0,0
0.048,159.0,0.99282,3.21,11.0,0
0.053,148.0,0.996,3.16,9.3,0
0.068,143.0,0.99138,3.24,10.1,0
0.053,106.0,0.99166,3.18,11.1,0
0.046,113.0,0.99408,2.99,9.9,0
0.048,161.0,0.99281,3.22,11.0,0
0.048,159.0,0.99282,3.21,11.0,0
0.042,127.0,0.98964,3.32,12.5,0
0.042,142.0,0.98952,3.31,12.7,1
0.045,105.0,0.99469,3.32,9.3,0
0.053,148.0,0.996,3.16,9.3,0
0.068,143.0,0.99138,3.24,10.1,0
0.066,161.0,0.9991,3.14,8.8,0
0.043,90.0,0.99047,2.88,11.2,0
0.038,122.0,0.99178,3.13,10.8,1
0.066,161.0,0.9991,3.14,8.8,0
0.043,90.0,0.99047,2.88,11.2,0
0.05,145.0,0.99207,3.24,10.3,0
0.026,87.0,0.99152,3.11,12.0,0
0.048,110.0,0.99438,3.26,9.5,0
0.048,110.0,0.99438,3.26,9.5,0
0.04,159.0,0.99622,3.14,9.8,0
0.084,170.0,0.99773,2.91,9.0,0
0.032,118.0,0.99088,3.17,13.0,1
0.044,116.0,0.99108,3.39,11.8,1
0.056,176.5,0.99803,2.97,8.8,0
0.05,102.0,0.99304,3.1,11.2,0
0.048,110.0,0.99438,3.26,9.5,0
0.049,200.0,0.99548,3.16,9.4,0
0.049,192.0,0.99551,3.16,9.5,0
0.034,125.0,0.99152,3.03,10.4,0
0.035,143.0,0.99572,3.08,9.8,1
0.034,125.0,0.99152,3.03,10.4,0
0.175,98.0,0.99244,3.06,10.3,0
0.049,200.0,0.99548,3.16,9.4,0
0.049,192.0,0.99551,3.16,9.5,0
0.033,134.0,0.9903,3.19,11.9,1
0.025,124.0,0.99162,3.15,12.8,1
0.03,117.0,0.99116,3.09,13.0,0
0.04,192.0,0.9922,3.26,10.4,1
0.034,193.0,0.99223,3.25,10.4,0
0.035,135.0,0.99481,3.21,10.7,0
0.036,157.0,0.9928,3.05,10.7,1
0.033,134.0,0.9903,3.19,11.9,1
0.043,101.0,0.99429,3.19,10.4,0
0.025,124.0,0.99162,3.15,12.8,1
0.044,104.0,0.99454,3.2,9.9,0
0.044,104.0,0.99454,3.2,9.9,0
0.048,223.0,0.99863,3.16,9.4,0
0.048,129.0,0.991,3.3,11.4,0
0.044,104.0,0.99454,3.2,9.9,0
0.048,223.0,0.99863,3.16,9.4,0
0.06,104.0,0.99317,2.99,9.2,0
0.041,76.0,0.99173,2.9,10.5,1
0.048,111.0,0.99455,3.25,11.0,1
0.048,111.0,0.99455,3.25,11.0,1
0.038,127.0,0.99186,2.9,12.1,0
0.048,111.0,0.99455,3.25,11.0,1
0.041,144.0,0.98944,3.22,12.8,1
0.053,120.0,0.9942,3.01,10.5,0
0.053,120.0,0.9942,3.01,10.5,0
0.053,120.0,0.9942,3.01,10.5,0
0.062,122.0,0.99238,3.0,9.5,0
0.052,94.0,0.99782,3.07,9.2,0
0.047,117.0,0.99111,3.07,11.1,0
0.042,112.0,0.99067,3.06,12.3,1
0.047,117.0,0.99111,3.07,11.1,0
0.037,51.0,0.98878,3.04,12.6,0
0.062,122.0,0.99238,3.0,9.5,0
0.052,94.0,0.99782,3.07,9.2,0
0.054,152.0,0.9938,3.2,10.8,0
0.044,122.0,0.99143,3.0,11.3,0
0.041,144.0,0.98944,3.22,12.8,1
0.053,120.0,0.9942,3.01,10.5,0
0.051,171.0,0.99588,3.08,9.8,0
0.054,183.0,1.00038,2.98,8.5,0
0.054,97.0,0.99424,3.16,9.3,0
0.055,151.0,0.99626,3.2,9.2,0
0.037,115.0,0.99076,3.21,11.4,0
0.054,183.0,1.00038,2.98,8.5,0
0.054,97.0,0.99424,3.16,9.3,0
0.056,91.0,0.99536,3.06,8.4,0
0.062,100.0,0.99318,3.04,9.2,0
0.055,151.0,0.99626,3.2,9.2,0
0.033,151.0,0.99726,3.18,10.4,0
0.046,147.0,0.99126,3.27,11.6,0
0.029,94.0,0.98998,3.25,12.4,0
0.033,151.0,0.99726,3.18,10.4,0
0.052,176.0,0.99304,3.09,9.3,0
0.029,81.0,0.9892,3.2,12.2,0
0.031,139.0,0.99296,3.22,11.0,0
0.023,105.0,0.99047,3.11,11.4,0
0.06,120.0,0.9924,3.06,9.5,0
0.034,116.0,0.9989,3.07,9.2,0
0.021,125.0,0.99338,3.13,11.1,0
0.034,116.0,0.9989,3.07,9.2,0
0.032,172.0,0.99404,3.24,11.0,0
0.041,177.0,0.99287,3.14,9.9,0
0.044,176.0,0.99286,3.14,9.9,0
0.06,120.0,0.9924,3.06,9.5,0
0.033,109.0,0.99058,3.35,12.4,0
0.052,185.0,0.9934,3.21,9.4,0
0.053,149.0,0.99545,3.23,9.3,0
0.05,135.0,0.9984,2.9,8.7,1
0.05,135.0,0.9984,2.9,8.7,1
0.05,135.0,0.9984,2.9,8.7,1
0.05,135.0,0.9984,2.9,8.7,1
0.05,154.0,0.99971,2.94,9.0,1
0.038,118.0,0.99546,3.0,10.7,0
0.038,118.0,0.99546,3.0,10.7,0
0.034,98.0,0.99058,3.02,11.3,0
0.05,135.0,0.9984,2.9,8.7,1
0.028,97.0,0.99314,2.96,11.7,0
0.053,149.0,0.99545,3.23,9.3,0
0.05,135.0,0.9984,2.9,8.7,1
0.05,154.0,0.99971,2.94,9.0,1
0.028,97.0,0.99314,2.96,11.7,0
0.032,131.0,0.99565,3.23,10.7,0
0.036,110.0,0.99056,3.05,11.4,0
0.038,118.0,0.99546,3.0,10.7,0
0.034,98.0,0.99058,3.02,11.3,0
0.048,70.0,0.99362,3.19,10.0,0
0.048,70.0,0.99362,3.19,10.0,0
0.036,119.0,0.99196,3.15,11.2,0
0.09,130.0,0.99255,3.07,9.7,0
0.032,85.0,0.99027,3.42,12.5,0
0.029,110.0,0.99302,3.27,12.9,1
0.057,160.0,0.99257,3.16,11.8,0
0.062,166.0,0.99506,3.16,10.6,0
0.057,160.0,0.99257,3.16,11.8,0
0.049,133.0,0.9952,3.19,10.7,0
0.048,162.0,0.99498,3.21,9.9,0
0.048,76.0,0.9903,2.96,12.0,0
0.043,163.0,0.99706,3.15,10.4,1
0.054,107.0,0.99398,3.19,8.5,0
0.06,82.0,0.99588,3.13,9.9,0
0.049,120.0,0.99691,3.08,9.4,0
0.05,134.0,0.99608,3.13,10.4,0
0.044,108.0,0.99142,3.3,11.0,0
0.044,110.0,0.99138,3.3,11.0,0
0.052,91.0,0.99432,3.19,10.4,0
0.05,116.0,0.99592,3.1,9.8,0
0.049,106.0,0.99691,3.08,9.4,0
0.046,142.0,0.99432,3.23,10.6,0
0.052,185.0,0.99266,3.28,10.1,0
0.048,96.0,0.99456,3.06,11.5,1
0.048,73.0,0.9915,3.06,11.4,0
0.058,93.0,0.99322,3.03,9.2,0
0.059,101.0,0.9927,3.12,9.7,0
0.047,79.0,0.99173,3.07,11.3,0
0.098,127.0,0.99412,3.15,9.6,0
0.07,179.0,0.99666,2.86,8.9,0
0.057,82.0,0.99425,3.26,10.0,0
0.059,112.0,0.99314,3.18,9.2,0
0.11,103.0,0.99672,3.08,9.0,0
0.03,98.0,0.99024,3.09,12.8,1
0.11,103.0,0.99672,3.08,9.0,0
0.054,136.0,0.99366,3.08,9.5,0
0.057,82.0,0.99425,3.26,10.0,0
0.046,140.0,0.99299,3.22,11.0,0
0.059,112.0,0.99314,3.18,9.2,0
0.037,99.0,0.99528,3.08,10.6,0
0.057,166.0,0.99568,3.23,10.0,0
0.057,166.0,0.99568,3.23,10.0,0
0.03,86.0,0.99062,3.31,11.7,1
0.035,80.0,0.99058,3.12,12.5,1
0.039,122.0,0.99059,3.07,11.1,1
0.041,141.0,0.99119,3.16,9.7,0
0.037,150.0,0.99727,3.04,12.3,0
0.035,105.0,0.99021,3.18,12.2,0
0.043,153.0,0.99238,3.75,11.3,0
0.053,193.0,0.99164,3.22,11.6,0
0.04,75.0,0.99006,3.31,11.3,0
0.041,95.0,0.99078,3.27,11.1,0
0.041,92.0,0.99036,3.26,11.2,0
0.046,107.0,0.99123,3.15,11.3,0
0.041,94.0,0.98978,3.07,12.0,0
0.069,158.0,0.99908,3.15,8.8,0
0.069,158.0,0.99908,3.15,8.8,0
0.046,143.0,0.99022,3.15,12.0,1
0.046,147.0,0.99024,3.15,12.0,1
0.049,122.0,0.9973,3.01,9.0,0
0.054,151.0,0.99853,3.12,9.3,0
0.059,171.0,0.99769,3.14,8.7,0
0.095,75.0,0.98954,3.1,12.8,0
0.052,72.0,0.98974,3.1,11.5,1
0.048,147.0,0.99382,3.08,10.0,0
0.047,147.0,0.99383,3.09,10.0,0
0.059,215.0,0.99538,3.33,10.3,0
0.054,227.0,0.99734,3.25,10.4,0
0.02,68.0,0.98981,3.22,13.4,1
0.032,130.0,0.99095,3.05,11.2,0
0.048,206.0,0.9964,3.26,9.1,0
0.048,206.0,0.9964,3.26,9.1,0
0.04,120.0,0.99411,3.33,10.8,0
0.038,89.0,0.9915,3.24,12.5,0
0.046,132.0,0.99234,3.63,11.3,0
0.035,128.0,0.99016,3.46,12.8,0
0.048,206.0,0.9964,3.26,9.1,0
0.041,72.0,0.98949,3.22,12.7,0
0.054,143.0,0.99287,3.1,11.0,1
0.052,149.0,0.99544,3.02,10.4,0
0.052,149.0,0.99544,3.02,10.4,0
0.051,136.0,0.9941,3.25,10.7,0
0.055,131.0,0.994,3.22,10.9,0
0.052,149.0,0.99544,3.02,10.4,0
0.052,160.0,0.99546,3.03,10.4,0
0.064,115.5,0.99737,3.16,9.7,1
0.054,143.0,0.99287,3.1,11.0,1
0.055,120.0,0.99767,3.19,9.6,0
0.038,76.0,0.98711,3.1,13.9,1
0.046,194.0,0.99714,3.07,9.4,0
0.032,193.0,0.99134,3.1,12.5,0
0.055,120.0,0.99767,3.19,9.6,0
0.049,187.0,0.9927,3.19,9.5,0
0.048,186.0,0.9948,3.19,9.6,0
0.049,187.0,0.9927,3.19,9.5,0
0.047,186.0,0.99481,3.18,9.6,0
0.056,168.0,0.99825,2.9,8.7,1
0.056,168.0,0.99825,2.9,8.7,1
0.056,168.0,0.99825,2.9,8.7,1
0.056,168.0,0.99825,2.9,8.7,1
0.056,168.0,0.99825,2.9,8.7,1
0.056,168.0,0.99825,2.9,8.7,1
0.061,120.0,0.99192,3.18,10.4,0
0.063,119.0,0.99184,3.22,10.7,0
0.05,83.0,0.99019,3.17,12.0,1
0.044,158.0,0.98998,3.19,12.1,1
0.04,118.0,0.98886,3.31,13.1,1
0.039,104.0,0.98998,3.32,12.4,0
0.035,123.0,0.98949,3.24,12.6,1
0.056,168.0,0.99825,2.9,8.7,1
0.04,101.0,0.99009,3.15,12.0,0
0.06,169.0,0.99252,3.27,11.6,0
0.174,99.0,0.99288,2.92,9.3,0
0.05,179.0,0.99659,3.06,9.3,0
0.048,157.0,0.99133,3.2,11.1,1
0.049,161.0,0.99324,3.1,10.2,0
0.037,113.0,0.99164,3.23,10.6,0
0.038,133.0,0.99107,3.16,11.3,1
0.052,198.0,0.9986,3.2,9.4,0
0.053,123.0,0.99708,3.09,9.3,0
0.039,68.0,0.99163,2.96,11.1,0
0.055,170.0,0.99605,3.13,9.9,0
0.041,82.0,0.99065,3.31,11.8,1
0.04,81.0,0.9903,3.26,12.6,1
0.052,198.0,0.9986,3.2,9.4,0
0.043,72.0,0.99236,3.06,10.5,0
0.037,108.0,0.98948,3.19,12.3,0
0.048,119.0,0.99045,3.32,11.3,0
0.097,105.0,0.9939,3.07,9.6,0
0.04,63.0,0.98985,3.2,12.0,0
0.05,140.0,0.99138,3.09,11.2,0
0.044,100.0,0.99348,3.12,10.2,0
0.045,100.0,0.99066,2.98,12.4,0
0.044,100.0,0.99348,3.12,10.2,0
0.04,87.0,0.98862,2.94,13.4,1
0.036,68.0,0.98865,3.24,12.6,0
0.053,149.0,0.99472,3.18,9.8,0
0.049,139.0,0.99792,2.94,9.1,0
0.045,100.0,0.99066,2.98,12.4,0
0.044,101.0,0.99035,3.03,12.5,0
0.033,85.0,0.99086,3.05,11.7,0
0.044,113.0,0.99013,3.29,12.9,0
0.054,183.0,0.99266,3.3,10.1,0
0.044,139.0,0.99517,3.06,10.3,0
0.033,85.0,0.99086,3.05,11.7,0
0.05,144.0,0.99666,3.24,10.3,0
0.036,107.0,0.991,3.34,10.8,1
0.023,89.0,0.99068,3.25,11.2,0
0.024,102.0,0.99084,3.29,11.8,0
0.05,134.0,0.9939,3.08,9.8,0
0.041,193.0,0.99624,3.04,10.0,0
0.052,164.0,0.99602,3.24,8.8,0
0.142,69.0,0.9926,3.14,10.1,0
0.056,210.0,0.99718,3.05,9.5,0
0.056,210.0,0.99718,3.05,9.5,0
0.056,210.0,0.99718,3.05,9.5,0
0.06,113.0,0.99344,3.07,9.2,0
0.041,180.0,0.99184,2.92,12.2,0
0.056,210.0,0.99718,3.05,9.5,0
0.046,92.0,0.99033,3.22,11.3,0
0.038,129.0,0.99248,3.26,12.1,0
0.06,113.0,0.99344,3.07,9.2,0
0.029,51.0,0.99076,3.51,11.2,0
0.029,87.0,0.99092,3.29,12.5,1
0.056,187.0,0.99486,3.31,10.6,0
0.056,171.0,0.99464,3.25,10.4,1
0.047,93.0,0.99235,3.44,10.1,1
0.048,201.0,0.99612,3.11,9.9,0
0.046,133.0,0.99202,2.97,11.0,0
0.045,122.0,0.99261,2.94,10.0,0
0.066,89.0,0.98964,3.14,12.7,0
0.036,92.0,0.99206,3.07,12.1,0
0.052,118.0,0.9938,3.23,10.4,0
0.05,120.0,0.99204,3.24,10.4,0
0.04,116.0,0.99736,3.14,9.2,0
0.04,116.0,0.99736,3.14,9.2,0
0.03,80.0,0.99192,3.05,10.5,0
0.04,116.0,0.99736,3.14,9.2,0
0.041,90.0,0.99002,3.27,11.9,1
0.042,130.0,0.996,3.08,10.1,0
0.034,140.0,0.99237,3.1,11.1,0
0.037,144.0,0.99214,3.13,10.8,1
0.019,72.0,0.99041,3.16,11.8,0
0.038,116.0,0.9982,3.04,9.2,0
0.037,116.0,0.99822,3.04,9.2,0
0.023,95.0,0.9893,3.07,12.3,0
0.145,124.0,0.99274,3.09,10.1,0
0.04,114.0,0.99105,3.25,11.4,0
0.044,161.0,0.99209,3.19,10.4,0
0.053,95.0,0.99676,3.2,9.8,0
0.047,91.0,0.99251,3.3,9.9,0
0.053,95.0,0.99676,3.2,9.8,0
0.036,74.0,0.99082,3.48,11.2,0
0.058,115.0,0.99567,3.15,10.9,0
0.051,119.0,0.99416,3.15,9.2,0
0.051,119.0,0.99416,3.15,9.2,0
0.033,121.0,0.9887,2.96,12.0,0
0.034,121.0,0.98871,2.96,12.1,0
0.036,114.0,0.99248,3.75,12.4,0
0.038,145.0,0.99184,3.22,11.2,0
